,X,y
833,"@NeilPBowen @RepMTG Voted Democrat.  That's the first and biggest problem.  2 years into Biden's ""presidency of the US Corp"" and inflation has skyrocketed.  Time for MTs. https://t.co/chN6ZNclxo",1
834,@zerohedge They're saying inflation isn't high enough.,1
835,Gas prices are dropping in the U.S. and clearly TOO DAMN LOW when I see 12 vehicles idling in the Starbucks drive thru.,1
836,"@BustedBurton2_0 @Kevin46427745 @polgara28951124 @IAmPoliticsGirl @POTUS @SecCardona But it's not a disaster. Hurricanes, landslides, volcanoes, war etc.. are disasters. Pelosi said from the beginning that it was unconstitutional to do it. He just wanted young dem votes and he got them the way he usually does, with a https://t.co/JuHDvk57KH",1
837,us constitution : ) https://t.co/5TKtCMlHx7,1
838,"@scottgurvey @SpeakerPelosi Yeah i am pretty ignorant. I mean it is commonly known Biden and the rest did that, and as i was being sarcastic you should know it is insulting people such as yourself that push the ones who have had enough of this sort of bullying into gun violence like we see here in the U.S.",1
839,"@Theleftorwright @Iamaliv73191909 @kaloyanides @katiehobbs Golly Michelle you are a very hateful person and you should seek help immediately, maybe find god while you are at it",1
840,"@Lauruska @floydbrown @MaricopaVote @KariLake What's already really pathetic is your lack of understanding about what's happening right in front of your face goofball. Best of luck to you and these other traitors. Proof of Democrat corruption and cheating is being exposed to the world. Hang on tight, it's going to get bumpy!",1
841,@lavern_spicer @KariLake She won’t be governor. She lost.,1
842,@RepLeeZeldin I'm so tired of people dying. Easy access to guns is not a well-regulated militia.,1
843,"@CNN @maggieNYT Exercising his 2nd amendment right to keep and bear Arms for the necessary security of a free State, yet another person, whose rights shall not be infringed, fatally shot 6 of his coworkers. God bless America for endowing us with the means to easily slaughter each other.",1
844,"This has nothing to do with the 2nd amendment 
#GunReformNow https://t.co/JelXfFatzn",1
845,@atrupar midterms are over and they still have premade border crisis chyrons going,1
846,@mixeDonnie @MelMMorgan1 @POTUS @SecCardona Where does the government get the money?,1
847,@unusual_whales Cramer says lots of things... I do think the market and crypto is in for a hard plunge soon.  Bonds etc are signaling and Fed is tooting ahead with their inflation fight.,1
848,"@usedgov Thank you! That’s just one less thing to worry about right now. Onward Tonto! Ty Joe for pushing forward with this , STILL!",1
849,"@dr_klassen @JoJoFromJerz There was no law about the regulation of anything till 1887. A well-regulated militia is required for a free state. The right of the people to keep and bare arms shall not be infringed, they are separate statements. Replace arms w/ fire extinguishers, and tell me who can own them",1
850,@TishJames Another stupid reply from a hater,1
851,"Here it is….can’t let a tragedy go to waste….these corrupt politicians reward themselves &amp; donor buddies with more money &amp; contracts….

You don’t need $1.2 billion to “teach” active shooter training (already exists)…..need to hire people like Richard Fierro. https://t.co/Gko9S0w4Fa",1
852,"@amyklobuchar You hate the Supreme Court because it interprets the Constitution, that puts them in direct conflict with ur policies &amp; core beliefs. Ur not trying to better the court ur trying to circumnavigate the Constitution b/c it was created to protect this country against people like you.",1
853,"@pinkheretic @ChrisTores1 @JasonYo67018825 @HippieC28463643 @BaxterPeterba Sorry to curse at @JasonYo67018825. Got a little pissed off there for a second :)

I guess 1st Amendment rights allow churches to spread medical propaganda. I'll have to read up on it",1
854,"@d33r3driv3r @Stevesatroll @TristanSnell That is not the legal definition. You just like to use the word because it is more dramatic. 

The legal definition is forced entry, and that did not happen.

3 judges all Republican and 2 appointed by trump disagree with you.

Trumps lawyer even admitted it was NOT a raid.",1
855,@ThinkingHurts22 @kayleighmcenany Sweden Japan Taiwan China are not experiencing inflation just to name a few European nations are experiencing inflation because of sanctions with Russia America's inflation is caused by Joe Biden,1
856,"@KeithOlbermann @RepMattGaetz @RepMoBrooks @RepAndyBiggsAZ @RepMTG @LouieGohmertTX1 @RepScottPerry Liked and engaged truthful info

I was blown away

I went to those pgs just bc I was pissed to blow off steam 

I posted a pic I made on FB -
Own the Vets 
Is the new
Own the Libs

Liked commented on shared

That went so well

I shared memes with accurate info Re inflation",1
857,And you'll still be an idiot! https://t.co/EogDtfDRpj,1
858,@johnpavlovitz It's a little early in the day to be talking inflation isn't it?,1
859,@POTUS @SecCardona The government should not be involved with loan programs ever.,1
860,@pdapello @KariLake @katiehobbs You blind ! You like destroy America !Katiehobbs  doesn’t like you,1
861,"@connerwilliamsx @DavidWe78017019 @katiehobbs @emoctezumab @AlfonsoDurazo @jorgem_yescas Cheers friend. I'm always quite careful w/the words that I choose. ""Right wing terrorists"" though only exist in the mind of the media. This nation is peopled w/God-fearing, loving people. The media tries to portray those people as terrorists to advance their fake narrative.",1
862,Arizona GOP nominee sues election officials alleging incompetence impacted outcome of midterms https://t.co/b3tiSZP5SS via @JustTheNews,1
863,"Will the results of the U.S. midterm elections impact domestic and international climate and energy policy? @JosephMajkut talks with @Dlgoldwyn to find out.

Listen wherever you get your podcasts:
🎧 https://t.co/52XVaWq5Bt
🎧 https://t.co/bfaOUNczsj https://t.co/LQ7leWJNw5",1
864,"Woodgreen Tenants' Association: #Inspirational #Wisdom #Quotes - November 12, 2022 https://t.co/wl43ZZgs6t #Housing #Wisdom #Crisis #Rents #Inspire #Shortages #Insights #Inflation #Depression #Business #NEWS #Food #Heat  #Topoli #Onpoli #Cdnpoli   https://t.co/HnigC0BggA",1
865,@tamato84429032 @RepMTG @GregAbbott_TX Wrong answer.,1
866,"@Jim_Jordan Aren't you suppose to be working on less crime, lower inflation, and secure borders??? Anyone can act like a child.",1
867,"To quote the Statute, A peaceful protest, also known as nonviolent resistance, is a form of protest in which participants do not engage in any action that could be deemed violent. 1st amendment, Constitution of TheUnitedStatesofAmerica",1
868,"First Amendment is on ‘life support’ in Chicago: William Kelly

https://t.co/Lh9rO57RB9",1
869,"4 big ways the Inflation Reduction Act invests in rural America
 https://t.co/NcXOQDsjWc",1
870,@TishJames Looks like the motive behind this attack is Changing.,1
871,"Bank Of America has said ""It takes an average of 10 years for a developed economy to return to 2% inflation [once] the 5% threshold is breached,"" . The FOMC and Powell are running a confidence game to make the rich richer . #inflation  #poverty #TaxTheRich #taxthechurches",1
872,@LeaveTheBootsOn My guess is newsom vs desantis. Seems like republicans are burnt out on trump and he caused the republicans to not flip congress in the mid terms for the first time in a crazy long time. Trump out Biden’s out. Harris is a non starter.,1
873,"@Ian_Fraser I hate to say it, but shootings will get worse as inflation and recession bite, especially if unemployment rises. These are patterns I've seen before. Remember, 'going postal' gained currency in the mid-80s as mass shootings surged.",1
874,"@MysticMysts @marceelias The State Legislator draws the maps, and those can be vetoed by the Governor.  Your best option is to elect a Blue governor, but even then a Red State Govt is the one who draws the maps.

So Turn Texas Blue or move.",1
875,"@TheLeoTerrell What happened to inflation, crime, borders, schools, Ukraine? Oh, right, those were just dog whistles.",1
876,@AndMalos @Simba_JONEZ @kanyewest @ADL That shit happened in Germany and not America it was white on white crime whites have killed hundreds of millions of blacks over the years. It’s no comparing. Bringing that up wil get you told off.,1
877,"@HackedOffHugh With due respect what do you think about this country hosting a WC..thinking about the safety and welfare for visitors and spectators 

https://t.co/fRaGaNlqEP",1
878,@GregAbbott_TX Tell your rich friends to stop doing drugs. Problem solved,1
879,"STRONG WORDS FRED GUTTENBERG.  AMERICA IS VIOLENT.  Do you PREFER bow &amp; arrows, cross bows, bowie knives, CANDI FENTYNYL, POISON CANDY YAMS, RUM, GIN, SCOTCH, BOURBON, a drugged designated driver? SUFFERING FAMILIES? GOOD MORNING AMERICA W/I min.  CHWJ57♡ https://t.co/WfNXhfs1o3",1
880,"@KariLake I’m surprised they let him in the polls with that shirt. I had a friend wear a shirt that said my governor sucks with the Zia symbol on it in NM, and she had to turn it inside out or not be let in the polling station.",1
881,And of course there’s 1% Lindsay Graham negating the entire message simply by his presence. https://t.co/tfKqwtKjs6,1
882,Coming in hot!! https://t.co/VcthPweU9r,1
883,@KirkGarfield2 @For3JT It has nothing to do with needs. It's a constitutional right guaranteed to all citizens wanna shall not be infringed. Nice to see a brainwashed lefty chime in here with fallacious thinking though.,1
884,"@greg_travis 1/3 death by guns doubled in 2020, 2021, 2022 compared to 2019 and increase started right after closing public school in American cities vulnerable to gun violence. The deadly virus has been detected in 1500 kids that died in 3 years of pandemic.",1
885,"@POTUS @SecCardona 1. Pay your damn bills
2. Don't borrow money you can't repay
3. College isn't the end all be all key to success
4. Fix route problems before you throw insurmountable money at them. Otherwise, the cycle will repeat 
5. My work is done here",1
886,@KrisSwan78 @GCarabine @ABDanielleSmith We are still in debt. One handout caused inflation but another handout will fix it because of the name on the cheque? I'm sure you refused the federal cheque tho right?,1
887,"@BickerinBrattle You are dead wrong, if the markets believed that  inflation wouldn’t come down, then 10 year wouldn’t be below 3.8 and yield curve wouldn’t be inverted, that itself means market believes we will have a deflationary recession",1
888,"@FrankMikeDavis1 @LakotaMan1 What does the 2nd amendment guarantee? 

I am on the edge of my seat.",1
889,@RepMTG This make zero sense this is just performance politics.  What happens to helping people and stopping inflation?  You guys will be killed in 24 if this is all you will be doing,1
890,"Let #Biafra go
Biafra have sacrifice alot pains, blood, death what next?
@UN @EU @AU @GiorgiaMeloni @elonmusk @JeffBezos @Pontifex @POTUS @JoeBiden @antonioguterres @SecBlinken @SenSanders @SenWarren @SenSchumer @LeaderMcConnell @SenCortezMasto @LindseyGrahamSC https://t.co/qdlp6eFuop",1
891,"@canine2 @LesleyRStahl @60Minutes @CBSNews @CBS @realDonaldTrump That raid so they bud his Trump house,this is what seeing and there other so to.",1
892,"How's your 401k doing from 2008? Mhmmm, you liking that 8% inflation MoM? How's it feel knowing your money is worth less after each meal? https://t.co/7PWG4za8aV",1
893,kind of like #Katiehobbs not debating b/c she knew the FIX was IN https://t.co/pKb1lBKcMc,1
894,"Prediction: you will still be leaving Twitter, suffer from TDS, and an attention whore has been. https://t.co/c8cbgdXD9F",1
895,"@IceAssociates @I_Know_Why_Not @MichaelHalber12 @runleveljames @MarshaBlackburn Not really, but keep trying.   Private companies can tell you, that you are not allowed to say things.   You are using their platform, so they are completely allowed to do that.  The First Amendment just says the GOVERNMENT can't stop you.",1
896,Incoming Maryland Governor Moore said he wants FBI headquarters in his state https://t.co/THJ5s4tFRF #SmartNews,1
897,@atrupar At least gas prices have gone down,1
898,@FM97590152 @terrimaki1 @KariLake @katiehobbs There is absolutely no reason for tabulators not to work it is quadruply redundant in all 50 states this was deliberate,1
899,"@pewpewfools @ScamLoan @IAmPoliticsGirl @POTUS @SecCardona I agree Jon
It's just a bandaid it's not fixing the core problem.
Maybe the government should cap interest rates lower or remove them completely.",1
900,@MayraFlores2022 @GOPLeader Why on earth would you think anything you have to say is relevant?,1
901,"@fafagirl102 @GregAbbott_TX So if I decide to go to live in your house with my family and also you have to pay for my food, I strongly believe that you will trow away your bible and fight with everything you have to avoid my ""invasion"" into your home. Hipocrit",1
902,"@TomFitton Better yet, when did Hunter become president? And will either of this tax records (of civilians) lower the inflation as promised by republikkkans?",1
903,@phillip_USA_ @mmpadellan Explain that to your democrat ran cities that have the strictest gun laws but the most crime. 🙄,1
904,@KariLake Nobody cares what a loser has to say. https://t.co/9GfNdvOA7B,1
905,"@JDCocchiarella Read the second Amendment. Americans have them to defend against Tyrannical government.... 
Aren't you in government?",1
906,@Tread_usajb @RewindJax @briannnmtz @real_pretty_ric @rabbithole0000 @joncoopertweets Something else Joe did that dumb ass Trump couldn’t. Gave Medicare the power to negotiate prescription drug prices through the Inflation Reduction Act while also reducing government health spending. Helps all middle class Americans.,1
907,"@CarrieMyHart @deaflibertarian If one's source of news is the mainstream media, it's easy to find lots of ex-military / ex-intelligence officers willing to abnegate their oath-of-office to the Constitution of the United States.",1
908,"@BuzzPatterson @AdamKinzinger @catturd2 @elonmusk It will be interesting if the ""WOKE"" people start exercising their AR 15s under 2nd amendment against these Elons, cats etc.  It will be fun to watch the fireworks .. https://t.co/fwNv10qH0Y",1
909,@cnnbrk Gas prices are dropping rapidly.,1
910,@RepJeffries You've had 4 years of control and we are dealing with rising inflation at an alarming rate and crime out of control so.....,1
911,@qikipedia Bleeding heart peacenik Henry Kissinger.,1
912,@HeartbreakCtyDC @dawg_pound_06 @officialbann They don’t want to solve the problem just like republicans didn’t want to overturn roe until trump got his Supreme Court because it drove conservatives to vote. You see how that went for republicans in the midterms? Same thing will happen to the dems if they fix the gun issue.,1
913,"LMAO, today has been a lot and I’m not even done with my coffee. https://t.co/VytSEfjy1u",1
914,I don't think the Constitution of the Beloved United States of America will be changed just because I have demonstrated unlike many can do Maths.,1
915,"@StephenM Political stunts like this are one of the reasons the republicans had the lowest midterm turnover in decades.

The red wave ... https://t.co/KYpXfmBpQq",1
916,"I love how any mention of hunters labtop and that’s a waste of time it doesn’t do anything for inflation. We are gna get are hands on trumps tax returns we have until January to review them lol, how does that help inflation?",1
917,Jim Jordan is an insurrectionist so why is he going to be chairman of the Judiciary ?? Democrats before January enforce the 14th Amendment please banning all insurrectionist from holding federal offices again !!!,1
918,"@wendy_mcroberts @GregAbbott_TX I’ve repeatedly called for @GregAbbott_TX to end the state’s public health emergency. I don’t understand the reason for it other than there’s a concern that local govts, primarily City of Austin &amp; Harris County, will abuse it without @GovAbbott’s order. 🤔 #txlege",1
919,"@FoxNews With being underpaid, inflation, and constantly hearing that you deal with terrible customers just so Ukraine can launder money for the people who force you into this (both sides of the corrupt aisle)...you're going to see a lot more of this...",1
920,".
Trump’s Mar-a-Lago Verdict Drops Days After Midterms – It Turns Out Investigation Not Worried About Donald Selling Docs https://t.co/buGyRqRx2g via @onlinepatriots",1
921,"@znsuzara Well, it has to contend with inflation, too.",1
922,@POTUS @SecCardona This is how you and the evil left suck people in. Give them everything for free and make them dependent upon the very government that is part of the population reduction plan. There is going to be a special place in hell for all of you.,1
923,Pull your head out of your ars numb nuts. https://t.co/YPa4MdpYoH https://t.co/p5Qla9ZBtt,1
924,"@MiniWhoop @cspanwj @eugenemulero I am the calm one, your ""hate"" &amp; rage from embarrassment has blinded you to actual facts

Your #cherrypick  fail to show how the gas prices are higher than 3 years ago

another #smackdown",1
925,"Baby, STAND UP!! https://t.co/iwZQnQMVxQ",1
926,"@JoJoFromJerz Yup, this terrible inflation, increased crime, invasion of our country by millions of illegal immigrants, cheating in elections, all this could be stopped by voting OUT all the liberals and replacing our current president with a conservative",1
927,@KariLake You LOST. Bye loser,1
928,@RepJamesComer @GOPoversight @POTUS @foxandfriends Repubes had 11yrs in control &amp; did nothing about immigration. They've spent the last few complaining about caravans that never appeared. Now they're screaming about Biden's border crisis to distract from the fact that they won't prioritize investigating drumpf's crimes &amp; coup.,1
929,"@POTUS @SecCardona It's an abuse of power, even pelosi made the statement. https://t.co/xW3kvPs328",1
930,"@Leivve @FoeFogan7714 @alexstein99 And you live under a rock if you don’t know we have been sending billions of $ to Ukraine for months, while Americans are suffering staggering inflation created by the over-printing of $, food, fuel, and other resource shortages.",1
931,"Oh gosh, I’m wealthy now, who knew? https://t.co/W18fl12ciX",1
932,"@TimRyanFan Neither, both imply Biden hasn't been absent at he wheel on immigration.",1
933,@DotyPShawn @GailRuth17 @DrAndrewJackson @KariLake No sorry.  They finished counting and Qari lost.  By a lot,1
934,@micleeper2 @JamesTHarris @KariLake @KariLakeWarRoom @AbrahamHamadeh @marklevinshow @GeneralBrnovich @smithcr01 @HuttonPulitzer @sanderspeggy44 @AZGOP @AZKellyT My question with this is: there are 96 responders. Did people who trust the elections/systems respond?,1
935,"@LimCojuangco @WhatMilton @SourceLies @Middleclasswgs @dougmastriano ""Skewered?"" This is so not IVY or NYU material.🤡
Your ear for English is so often off, and you have zero proof you're in NY. It's obvious you're overseas somewhere. You must be paid by the tweet, hence the output of error-riddled nonsense content.
What a life😵‍💫😆🤡",1
936,"@JDCocchiarella Mental health is the problem which is a result of people losing hope.  This is all due to the Democrats covid lockdowns, which destroyed the US refining capabilities leading to inflation, on top of ridiculous QE printing. This is what happens when people have nothing to live for.",1
937,@The_ILF @sfchronicle @GabeGroisman It would be most surprising if the student groups’ actions were not protected by First Amendment,1
938,Many wking class and non college educated people have been captured by the MAGA movement. They are enthrall by Trump and fascist @GOP. Essentially they are being used by monied interests to promote policies that are not in self interests of this demographic. Where is the left?,1
939,"@usedgov Debt relief for tens of millions, by forcing the rest of Americans further into debt. 👍
Maybe the US Department of Education should focus on educating people that if they take massive loans out for stupid things that no employer cares about, there are consequences? 🤔",1
940,You can't claim to be #ProLife while supporting #2A,1
941,#Arizona Arizona voted. AZ didn't vote for Katie Hobbs no matter how many fake mail in ballots she conjures up. https://t.co/7mZ61gT7oK,1
942,@TulsiGabbard We are so proud of you stand up for American Values and Constitution. Godbless you🥰❤❤❤❤,1
943,A closet lesbian? https://t.co/Yb4byjXmmC,1
944,Democrat. https://t.co/hEFG1EO3c3,1
945,@andrewe91 @KariLakeWarRoom Everything you just said is your opinion and has no truth to it. This has nothing to do with MaGa. Lol.. Your like a child screaming Maga..say it 10x fast and listen to yourself. 🤡 again what’s taking place is the opposite of your feelings.,1
946,@KariLakeWarRoom @charliekirk11 @CarolineWren where are you all getting these percentages?,1
947,"@JoJoFromJerz Pretty sure ""shall not be infringed"" means exactly what it says it means. Dumbass.",1
948,"@bignoneya @polskayinzer @WTAE Because they can and because the Republicans will never blame them for price gouging but instead say it's ""inflation"" while these companies my record high profits.",1
949,"@JoJoFromJerz You have the same 2nd amendment rights, why do you choose to be a victim?",1
950,"@Mollyploofkins Family time of course! But sadly I know a lot ppl could use that $1,000. Housing, food &amp; gas prices have gone up so much. Ppl are struggling w/just the necessities. We’re cutting way back this Christmas…not that we spend that much to begin with. Just getting together is enough.",1
951,"@RepMTG Ok Marge ! Civics class 101. A tiny Qanon GOP minority may ‘indict’ aka Impeach, but the Senate ‘convicts’ aka removes. If you don’t hold the Senate this is all for show!  Thought your party was gonna fix inflation, and all we hear is hot air …🤡 https://t.co/LQpUFW96UP",1
952,GOP; thoughts and prairies and yet they still support gun violence.,1
953,"@jp4realty @KariLakeWarRoom @realDonaldTrump @KariLake You interjecting your bias into something that has proof of nothing.  I mean, they know the cameras are there.  You would have to be an idiot to do something nefarious like what your suggesting, on camera.  THINK FOR YOURSELF",1
954,@KDKA The rest of the state employees must not feel the effects of inflation. Weird how that works.,1
955,"@minogully I think I read, and I could be wrong, in England if a politician lies outright in an ad or a statement they can be fined. 

I think it would be possible to preserve the 1st Amendment AND sanction lying politicians or product advertisements.",1
956,@SenWarren This is unfair for the Americans that didn’t go into debt and worked and paid their own college expenses. Also what about people that consolidated federal loan through a private loan?  You won’t qualify these loans. So no.,1
957,@KariLake Watching and praying from Ohio. We are counting on you!,1
958,Normal ass country. https://t.co/I6izK6ILbO,1
959,@FrankMikeDavis1 2nd amendment should be repealed,1
960,The spaces where my kids feel safe shrinks everyday. When will the American gun violence stop? So saddened and frustrated this morning.,1
961,@TucsonRomero @katiehobbs She’s horrible and the election was rigged. Next! https://t.co/QHkKyoAyNy,1
962,"@POTUS COVID didn't stop family gatherings, you did with inflation.",1
963,@Enlighten_Dust @kaloyanides @katiehobbs The world is tired of these dumb MagRats!!!!🤨,1
964,@ewarren Thanks for the inflation reduction act... That did nothing to reduce inflation and added billions of deficit spending. America would be better off without you and this failed two party system. Term limits and age limits please!,1
965,@FM97590152 @terrimaki1 @KariLake @katiehobbs If it's your job as a County employee to control the elections your machines must be first inspected and doubly certified 30 days before the election a week before the election a day before the election 1 hour before transport to the polling place and then the day of the election,1
966,@SecCardona FFEL SHIULD BE TREATED AS ANY OTHER FEDERAL STUDENT LOAN ABSOLUTELY CRIMINAL THEFT,1
967,"@lavern_spicer @KariLake Sister? You’re equally as disgusting, so I it’s believable.",1
968,"Gas prices continue to drop as Kansans prepare themselves and their vehicles for holiday travel. 

Details &gt;&gt;&gt;  https://t.co/tA2TM1b5Pb",1
969,@freedom_nys @TishJames When was the last time you went to any type of young cheerleader competition?,1
970,"@JDCocchiarella It does say ""Shall not be infringed"" in the Constitution 2nd Amendment.",1
971,"@elonmosk found in closet @ Twitter Headquarters ""Stay Woke""👹 propaganda 
https://t.co/Ba8lQp6BhQ
@Cobratate @kanyewest @realDonaldTrump @RonDeSantisFL @GovAbbott @SenTedCruz",1
972,"@blondebaracade @KeeleyFox29 @PhillyPolice @FOX29philly You do realize there is no such thing as African Americans. Most people of color here are native thats for starters. Most importantly, no I haven't realized that because the largest part of crime associated with philly rn is drug use. We know who they are, your folk.",1
973,"https://t.co/yErI1qMPTO
The shooting in Chesapeake last night could have been prevented had this bill passed?
Don't know if it would have make a difference in this case!
However, one thing is for sure, Gun crime happens a lot in unchecked USA than the UK, Australia &amp; Canada!",1
974,"@JohnBarentine The ""well regulated militia"" strikes again. ☹️",1
975,"Seems we have a constitutional question!
We have the right to bear arms! So living peacefully doesn't supercede that 2A right.  Maybe jo jo should consider it's not the item that kills but a individual. https://t.co/A4CXKViAiJ",1
976,@DashDobrofsky The face of evil craziness! @KariLake,1
977,"@maxberger @elonmusk @DineshDSouza Russia collusion,hunters laptop disinformation,won't get covid if you're vaccinated,steel dossier,spygate didn't happen,not going to ban fracking, inflation is transitory,you can keep your Dr, shall I go on? https://t.co/lSgocQh0Ok",1
978,"@KariLakeWarRoom @realDonaldTrump @KariLake Mr. PRESIDENT, the top tier Rhinos in charge of the Maricopa elections are members of a super-pac dedicated to stopping any MAGA Candates from ever being elected in AZ. You are the head of the MAGA Movement go public before Hobbs can certify herself the winner.",1
979,@JanTeegarden @GovernorVA @tedcruz @GovAbbott @marcorubio @HouseGOP @SenateGOP I’m so sorry. We shouldn’t have to live like this. ❤️,1
980,"@ungerbn103 That's not their thing.  Their thing is complaining about inflation, which is always the Democrats fault.",1
981,"Yes… He is a Criminal who is taking money out of your pocket to payoff student loans for votes. His reckless spending without congressional approval is all in part taking your hard earn money, ie., tax money, via Inflation or tax increases! https://t.co/UZEeQd7yTd https://t.co/afZbvgcRva",1
982,So when inflation Drops to normal levels a year from now .... What will you talk about? https://t.co/YHcgHYKHa0,1
983,"@dlorieh I'm ready...
Seems it is generally accepted that birth on American soil is enough.
They stress it's not defined in Constitution.
We have to stress the original meaning of the Founders.",1
984,"@RepLeeZeldin @elonmusk Your 1st amendment rights should not infringe on my safety. Everytime one of you floods my mentions with the n-word, I am less safe.",1
985,"A quote from Donald Trump about Hillary Clinton. If you use the fifth amendment, you're hiding something and you're probably guilty. Trump used the fifth amendment 450 times at his last arraignment makes you think huh https://t.co/VaIktVOcaL",1
986,"@baz_zigar @StillFedUpinND @Miss_Deplorable @JocelynVirtual @clegg1776 @KariLake I believe it’s Biblical, some will not.",1
987,"@IronAndIncense @joncoopertweets 1- all gun laws are Unconstitutional its called the ""Bill of Rights"" not the bill of wants.
2- neutered mags are Unconstitutional. Are you going to chop off your manhood to prevent rape? 
3-what about the mom of 3 who's X got released from prison early does she have to wait 5d?",1
988,@KariLakeWarRoom @julesfuels1979 @TrendingLiberal No Concession  !  Criminal investigation on HOBBS https://t.co/eINThTAOYu,1
989,"@MickHawke @Btchazey @MessageFromLen @elonmusk (2) Not many people if any agreed with them, yet under the 1st amendment, they had every right to express themselves. Now it is a crime to voice any 'opinion or fact' that goes against the 'woke' narrative. I hope that is not as cliche.",1
990,@HoosierRebel44 @MayraFlores2022 No. You keep your beliefs to yourself. You hate Jesus. Keep it to yourself. You want to mutilate and transition children. You want to push gay agendas on people. You want to hate America. You keep all of that to yourself. We will spread the Gospel of Christ all day everyday.,1
991,"👇 - RT @TishJames: Drag shows don’t kill people.

Guns and hate do.",1
992,"@MayraFlores2022 You are parcialy right, because probably Jesus will, but also politics. However, if you don't believe in this you should quit politics, thanks, bye.",1
993,@E_Antoinette85 @1551vv @RepJayapal Wrong on all counts. Try again,1
994,"@13ghostInternet @LPGeorgia We’ve had price inflation every year for the ~110 years we’ve had a central bank (the Fed). Before that, prices trended downward over time. 2020 saw the largest increase in the dollar supply ever. Supply chain plays a minor (but non-zero) role comparatively.",1
995,@POTUS @SecCardona Tell the people the truth about why republicans block your bills .,1
996,"It's striking to see SNP figures including former Clydesdale MSPs talk down the Supreme Court ruling today.

The SNP are a party who don't want to talk about workers' rights, poverty or the cost of living.

This whole charade is another reason why we need a British constitution.",1
997,@JoJoFromJerz My right to own a gun doesn't give me the right to use it irresponsibly.  The idea behind the 2nd amendment is for defense of hearth and home.  Bad people using guns is why good people need them.,1
998,Who wants to tell him? https://t.co/qtE2rllyPa,1
999,"@LessTparlerson @AmericanDawn16 @catturd2 And a dead democrat congressman won re-election in the Pennsylvania midterm election.  Your point?

Why don’t you want to talk about the Lake Hobbs election?",1
0,@ShannonSharpe @undisputed Uncle Sam,0
1,"I'd have to imagine the open for today's match went something like this:

""44 years ago, 'Bluto' confused them in the Delta House. Today, they meet on the world's grandest stage. It's Germany vs. Japan, as the Axis powers battle it out in the #WorldCup...and it's next on FS1!""",0
2,@FS1  that field is absolutely Beautiful. Great Camera 🎥 work awesome angles camera angels,0
3,"@AuthenticBamBam @NovaGal47 @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Bro, he wasn’t even tryin to argue .. we were having a normal conversation.. why u go at him like that?",0
4,"@NovaGal47 @Roywolf84 @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 That’s because you didn’t want to see him pounding the table about the cowboys beating an 8-1 team 40-3 on the road, while Philly squeaked out a 1 point win against the lowly colts lol",0
5,thank the Dallas Cowboys!!! https://t.co/UOD5QqUzZu,0
6,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Shocker….coming off a 40-3 cowboys win lol,0
7,When Shannon was doing the black and milds and Hennessy thing on FS1 I got the craziest secondhand embarrassment like what man,0
8,@ShannonSharpe @undisputed Love the show but seems like every sports channel talks about the loosing teams and the cowboys and even the cowboys get talked about like their a loosing team. I am a ravens fan btw.,0
9,Michael Jackson - Man in the Mirror LYRICS HQ https://t.co/2U9lF0CHgr via @YouTube. 🤷‍♂️ if you like him or not I just know these lyrics are beautiful. @FS1 https://t.co/cVx0WLatDt,0
10,"Growth mindset.

📍 @FTMyersTipOff
⏰ 5:00pm
📺 FS1
🔊 @ESPNMilwaukee (https://t.co/gLPl2FZrg8) https://t.co/wTVoG6wkKV",0
11,We've got data jobs! https://t.co/PzcqZc0Pzd #jobs #datajobs,0
12,21 to WIN GERMANY 🇩🇪 21 scored Just like 🇺🇸 21 woooooooo !!!  21 CONNECTS -   Clemente ROBERTO 🇵🇷 WOOOO.  We need more HEROES like ROBERTO !!! @FS1  sports UNITE in competition n compromise n contentment upon outcome woooo. https://t.co/H0U1vuCqNT,0
13,@RealSkipBayless @undisputed Dak is overrated.,0
14,"@dallascowboys @Tp__5 @NFL The best running back in the league, they just need to give him the ball more to prove it. - VW Assassin

@undisputed",0
15,@scott_wible @FS1 Did you dress up wearing a grammar costume for Halloween or was it a woke police outfit?,0
16,This morning FS1 were very busy with  @mel_4nie            learning new iPad skills😄 The  children  had  a  fantastic  time and they are  very  excited  to  add  their  own  creations  to  Seesaw!  ✏️📷 https://t.co/yVI540gffr,0
17,@scott_wible @FS1 Lol differing opinions but this is why the NFL puts out a better product . They take guys who have played at the elite level to give insight. Show me a woman who leads a men’s pro team in champions league. It’s not gonna happen,0
18,"@sellkpopfess yuk jeno mixtape miror, jeno acrylic sanrio https://t.co/CvIQCkDzyj",0
19,"Aly Wagner is horrible. Monotone, with an odd upspeak at the end of every sentence.  And ceaseless yammering.  #FS1 #FoxSports #WorldcupQatar2022 #WorldCup2022 
#GERJPN #GER #AlyWagner",0
20,"I understand change is coming, and respect all colors and race woman, but who is this lady commenting @FS1 #WorldcupQatar2022 , she need more educated about football, is totally disgusting , disrespecting Japan 🇯🇵 #idiots",0
